stop_id,route_ids
111032,116
193012,189
111030,116
121146,71
111034,116
129098,34
212161,194;196
212162,194;196
212163,194
212164,194;196
212165,194
212166,194
212167,196
136004,172
136006,172
212743,194
212744,194
212745,194
136002,172
212747,194
212748,141
212749,194
131076,86
136008,172
902432,6
903308,73
122238,71
901938,12
121063,71
901936,12
903301,115
211695,42
901930,26
212168,196
212347,195
212340,195
212341,195
212342,195
900401,47
900400,47
900402,47
212348,195
212349,191;195
900407,39
107072,86
146108,84
902126,1
125036,42
158178,78
903275,115
901140,201
129096,34
901683,1
901685,1
905277,75
100156,13
129094,34
100152,13
905856,56
116122,32
165032,82
116042,32
106166,21
212588,195
125042,55
212587,195
212582,55
116040,32
212580,193
212581,195
115216,49
106224,107
211225,55
210349,86
212468,193
212742,194
211223,126
183970,181
210077,82
130191,186
904540,1
131078,86
904542,16
904543,6
904544,16
901516,26
904094,125
131096,111;186;86
901757,5
131094,111
158238,193
212746,194
901750,123;75
900314,120
900650,110
210027,117
166106,172
900653,110
900654,110
128056,9
166102,172
107294,21
905492,56
900316,124
131075,86
904144,8
902873,103
902871,140;141
902876,103
902874,103
128198,32
153038,15
150034,4;55
904891,13
150030,4;55
904322,102;24
904323,34
905543,126;33
153031,15
153032,15
904899,12
154026,15
905233,47
905544,126
145014,83
145011,83
115218,49
120088,71
901433,121
120086,71
901431,21
212466,193
901437,60
146012,93
183950,181;189
120080,165
101042,13
115186,55
158352,95
105038,107
903699,123;36
903698,123
159058,78
903695,58
903696,58
903693,58
903692,58
905301,126
905303,25
902905,141;143
159344,178
902903,141
903459,3
905309,33
905308,33
903454,116
903452,115
901711,8
905434,36
106098,15
115180,55
902658,85
210927,194;78;93
106094,15
190012,180;181
106096,15
190010,180;181
153108,114
902653,141
902302,75
190014,181
901327,170
901326,73
211329,115
211328,178
904436,26
902983,85
101108,42
904087,8
903771,50
130124,114
130126,114
130120,186
130122,186
130128,114
101460,42
905328,19
146002,79
122396,81
101468,68
906021,124
906022,124
105508,107
906029,19
905055,102
902019,26
211213,47
905322,124
121112,66
904220,53
121110,66
902013,16;6
905059,3
105242,21
121114,66
121115,66
901213,66
212706,194
102058,49
901216,21
212902,124;39
138072,155
901219,170
212904,123
212905,185
128036,9
900349,60
903437,56
905304,25
900342,12
176182,181
902490,110
902491,110
902492,110
138094,42
902276,37
902277,37
902270,16
138090,42
134040,111
905102,19
211585,58
902278,37
133020,111;86
902849,87
133022,111;86
125074,42
902474,125
902472,125
121023,121
121020,83
121021,121
122005,83
122006,68
129293,74
122003,83
903516,73
176230,181
211107,15
211457,13
176234,180
211459,116
211109,143
129126,9
106078,24
211693,42
211920,4;49
903873,56
211922,121
211924,119
901109,117
211926,5
211929,185
210982,1
905182,25
122290,81
901101,107
901100,107
108056,107
108054,107
902638,140
108058,107
211030,172
906371,25
905693,47
102032,186;74
905692,47
212003,67
122130,162
211650,78
212000,111
129152,34
212006,181
905331,8
900158,67
905690,47
211079,89
122292,81
176138,181
211353,56
115102,49
903053,85
903052,85
903050,85
106402,34
906575,58
184070,189
184074,189
212177,15
107104,114;24;86
107106,114;24
107101,114;24;86
107100,114;24;86
212171,196
212170,196
907683,42
158076,93
107108,114
212179,15
903855,8
212682,194
111020,116
901135,3
122294,81
176132,181
906284,87
136012,172
132046,111;86
906287,87
136014,172
212757,194
212756,194
212755,194
131060,186
212753,194
212752,194
212751,194
212750,194
211420,34
901929,30
901928,30
900432,33
901925,33
901927,33
901926,33
123068,162;83
900439,47
901923,33
901922,30
212353,193;195;55
212351,193;195
212350,195
121122,66
901585,110
102308,110;16;3
212359,193
212358,193
151176,4
148020,79
126128,49
130106,186
903578,36
126122,49
166094,172
126120,49
901726,36
158166,172;194
130090,15;74
158164,172;194
901693,110
901692,27
901691,27
901690,27
103900,21;99
901724,36;6
166090,172
903576,58
906292,5
900500,125;30
900501,126
900502,126
900509,126
100128,3
165006,84
114104,95
105180,24
148062,95
212598,193
900332,75
212595,191;195
212227,74
906293,5
212593,195
904554,1
904553,1;26
905211,19
904551,110;27
148054,79
105184,24
109012,115
900642,110
905195,124
904083,165;56
904082,165;56
903640,73
900649,110
165038,180;82;84
901745,123
131084,111
901747,123
901746,123;36
901740,27
901743,27
901742,27
140056,4
903729,56
901749,75
901748,123;125
903510,50
905191,25
210398,50
906291,5
902867,150
902866,150
904333,1
121134,66
904330,1
904884,109
904334,1
904888,51
904339,102
154032,15
128078,32
905206,75
905207,75
122386,68
902178,36;6
130200,15
906346,16;33
906309,5;87
903129,85
902774,185
166207,181;189;195
166206,180;181;189;82
166205,181;189;195
146028,93
902914,165
903428,115;116;119
905338,124
902913,102
903422,115;116;119
100050,3
903421,116
902919,140
903427,115
903424,116;119
153112,15
905117,120
153116,15
905444,50;56
153114,15
902645,85
902644,141
153118,15
902641,140;141;143
905119,120
902315,33
902176,36
906294,5;87
905682,12
901359,16
212037,180
130110,186
901595,16;6
130112,186
166060,172
166067,172
166066,172
130116,186
166064,172
130118,186
120012,71
166068,172
901598,6
901599,30
212583,55
906341,185
153026,34
105192,24
153020,15
105198,24
212131,196
153028,34
902006,27
902005,153
212130,191
905079,120
147012,79
105572,24
130032,24
906016,124
906011,33
105574,107
121120,66
121108,66
902659,85;87
149072,178
106296,24
121103,66
140106,4
905597,103
146054,93
212913,165
127052,32;4
146050,93
146052,93
105370,24
902656,87
105374,24
105376,24
904916,99
900351,37;60
900350,1
128092,32
901484,33
902487,110
210620,42
902485,110
210190,84
133018,86
134054,116
134056,116
134052,111;86
133012,86
133014,86
134058,116
133016,111;86
905977,50
906168,126
906169,39
903998,19
125043,55
125046,55
211726,82
125048,155;55
903993,19
122032,83
906163,126
122034,162;83
122036,162;83
903995,125
106066,24
211468,116
905317,19
210990,185
211465,13
115082,55
106068,24
211463,8
176080,89
904917,2;99
903848,53
211919,26
211668,3
211669,36
176088,189;195;89
901173,16
122178,81
211910,125
211911,68
211660,115
903190,141
905314,19
211482,119;121;221
211483,121;221
108047,107
146372,93
212843,21
903199,87
211489,121;221
905921,125
905920,117
122106,162
122100,162
905924,53
122102,162
905926,126
128088,32
132126,86
901817,47
132124,86
137082,95
146018,93
901006,26
901007,26
901004,13
211009,25
901003,13
137041,95
137040,95
113146,81
211006,180
211007,143
211005,155
140108,4
144006,66;83
164014,84
900209,71
164016,84
115114,49
115110,49
115112,49
106474,24;34
150196,140
106478,107;24
901753,60
212103,196
107132,107
212101,196
107134,107
212107,191;196
107136,107
212105,191
107138,107
212108,191
902974,150
905850,53
905853,53
905852,53
211714,32
211715,51
113050,68;81
211710,119
211711,126
111015,116
111017,116
111012,116
132052,111;86
129284,74
900393,60
132054,86
212722,194
212723,194
212720,194
212721,194
212726,194
212727,194
212724,194
109018,115
901918,19
900422,19
107054,86
107052,21
900425,47
900424,19
901913,27
901914,27
107058,86
124060,95
902298,75
137030,95
118002,73
211979,89
902879,103
212399,191
901812,27
126134,49
212614,148
210973,1
212610,148
212611,148
158112,172;194
114089,95
158110,172;194
902295,1
158114,172;194
212431,191
210975,1
158118,172;194
212438,191
210974,1
165017,84
144142,162;84
165014,84
144144,162
903820,125
901308,75
144148,162
903821,125
904226,50
100132,3
100137,3
211083,124
212620,74
904866,53
183022,180;82
904142,19
183020,180;82
166196,93
901539,8
903061,87
904526,6
128004,74
904529,102;2
900633,60
904327,12
114152,67;68;81
900634,37
900635,37
158026,93
906074,25
114158,71
902854,87
148050,95
901772,30
901774,30
901775,30
901776,30
903505,121
903507,121;221
903506,121;221
903501,36
903500,36
166194,93
904901,6
905542,126
154020,114
902963,85
153033,15
210353,8
124092,95
150018,78
904328,1
147054,172;79
150010,4;55
904182,8
904184,8
130214,186
904636,109;2
904637,36
904635,109
904630,109
900183,67
210103,82
101069,3
900748,165
900746,117
118010,73
129240,74
900742,119
900743,119
900740,170
903258,56
902920,140
100048,68
902922,140
902923,185;85
905323,124
100040,13
171006,74
905327,19
903434,56
905325,124
100046,68
902678,132
902679,132
905101,19
905106,15
101080,3
145012,83
902675,132
906098,75
904988,15
904989,15
905691,47
901191,3
905697,25;47;8
905696,39
904980,34
901796,36;6
904457,53
158246,172;194
902582,27
120084,71
210058,111
130108,186
210057,111
210054,148
130104,186
210501,183;66;83
210050,12
154004,15
903724,125
154006,15
903726,125
905213,19
905212,19
153054,15
154003,15
904240,50
154008,15
901798,36
905219,117
901245,103
106182,107
158350,95
902070,153
121130,66
902074,30
902075,30
106188,107
906000,5
121138,71
121139,71
901248,3
149007,155
149004,155
901160,66
149008,155
903751,73
901540,8
128086,32
904854,51
128084,32
128082,32
905589,126
903320,153;165;170;3;56;60;66;73
905587,25
146040,194;78;79;93
900369,75
904858,123;36
904859,123;36
210618,42
210619,42
901167,30
165048,180
113054,68;81
901166,109
903874,56
210616,42
900541,39
105416,21
900810,170
906171,39
902299,75
902297,16;36
902294,1
132018,115
902290,26
902291,26
902450,58
121001,66
902452,110
902454,110
191082,180;181
100054,3
211491,109;99
902105,120
903984,123
148098,95
105126,9
902906,56
211479,24
106058,24
211471,109
211476,126
134114,116
901168,30
211909,73
905302,126;33
134110,111;86
211678,181
210113,82
901161,66
211674,111
211677,78
211676,124
901165,109;36
901164,109;36
102210,13;155;3
211904,119
211494,33
211497,8
108078,107;111
903188,140;141
108076,107
904396,114
211498,26
122110,162
905915,19
905913,19
122298,81
152022,32
140192,185
137032,95
901014,8
901017,66
901016,66
137036,95
133002,111
901013,66
123036,162;83
211011,143
211012,140
901019,66
901018,66
211879,117
211878,102;3
184012,189
184010,189
184014,189
115122,32
115124,32
164002,84
210774,4
900984,165
103100,21
903762,53
900980,16
900981,165
900982,165
103108,186;74;99
129288,74
123030,162;83
900989,3
212111,196
211881,186
212114,196
107128,107
905860,50
107126,107
107124,107
107122,107
905866,39
107120,107
146116,84
125236,42
211700,42
211702,82
211058,89
115052,155;55
901905,27
901904,27
901902,37
901901,37
902300,75
122242,71
212732,191
903954,51
114236,42
190016,180;181
113142,81
900211,71
107026,24
107028,24
902651,85
107068,86
905280,75
108094,111
212718,194
108090,107;111
212494,191
901325,73
103032,99
176058,89
212604,148
126102,49
212606,148
212601,193
212600,193
126106,155
212425,191
212424,191
158102,172;79
212421,191
212420,191
212423,191
158106,172;194
212429,191
212428,191
905017,12
165061,82;84
903228,109;99
903905,75
905289,5
903225,109;99
903226,109;99
903227,109;99
903220,141
903221,87
903223,16
211320,74
211151,37
129956,74
900567,39
107330,114
903904,75
183038,181
901010,26
904530,102;2
904533,123
211129,89
903950,50
904537,1
904539,1
904538,1
102044,155;186;74
148016,78;79
114144,42
900625,60
114140,42
904042,50
140078,49
902842,140;141
903951,50
902840,140
148066,95
901765,110
113006,68;81
901762,110
148060,95
114097,95
903498,8
211017,181
113008,68;81
150069,55;78
124086,42
150062,4
150060,4
900651,110
150064,140
210130,186
140153,4
900198,68
903513,73
145042,66
904196,125
904621,110;27
904623,50;58
904622,110;27
100076,67
212836,194
100072,13
900755,56
900754,56
900756,56
903408,56
903409,56
118006,73
902934,132
902933,85
133128,86
904993,15
904991,15
101092,42
904999,26
902623,85
900285,125
901378,73
900282,126
905668,50
900280,126
905666,110;25;33
906332,87
904442,1
211183,34;9
901373,110
103101,21
555300,201
901578,58
193022,189
901576,58
901577,58
166086,172
210043,116
210042,189
903710,117
905263,124
905260,39
193020,189
903715,165
153046,15
129286,74
154018,114
103104,21
106190,107
902063,26
106192,107
121126,66
106196,107
902069,153
902068,153
121128,66
902401,2
149011,4
137042,95
128013,34
211249,121
150179,78
905000,36
905001,36
905006,2
905007,2
900372,120
130004,24
102512,155
130002,24
900375,37;60
900374,1;37;60
176156,89
102518,155
900379,60
900378,60
176150,180
122369,71
900175,71
900174,71
902665,5
901489,6
905009,3
902662,5
900173,71
900172,71
901482,33
901480,33
901481,33
901486,33
113040,68
902669,150
113042,68
105420,21
906100,75
906101,75
122056,162
122054,162
134078,111;86
105428,21
902284,36
122058,162
906109,132
210863,150
902283,36
210860,103
905714,8
905712,8
902118,58
902449,58
902448,58
121017,121
902114,120
121015,121
902443,120
902110,121
902441,120
902440,120
901155,6
905484,103
905482,103
905483,103
116072,32
212116,196
211905,85
105226,21
211649,55
211399,32
902595,120
901393,56
105220,21
902596,120
211393,74
211390,74;9
145328,66
211644,24
211645,110;16;3
105228,21
902396,24
905863,5
129292,74
102022,13
108062,107
108060,107
108066,107
905865,39
903882,8
905908,8
903885,8
903887,8
903889,8
150036,4;55
905867,39
905906,8
211025,148
106008,24
211021,49
121116,66
211972,37
137020,42
901023,117
904374,2
901025,117
901026,117
901027,3
901028,116
901029,116
133078,117
906299,132
184002,189
184005,189
184004,189
184006,189
184008,189
212882,141
901012,66
905877,25
900992,3
900991,3
900990,3
103138,155;186;74
900995,56
900994,3
103134,155;186;74
903081,85
903082,85
903083,185
903084,185
903085,185
905879,33
211609,50
128048,9
900777,66
212128,196
212129,196
212124,196
904932,110
212121,196
212122,196
212123,196
211735,117
211737,116
115040,155
212900,56
121051,71
146104,84
901971,33
901977,33
144018,183;66;83
211352,34
212880,141
900770,3
147010,79
906286,87
144010,183;66;83
212868,24
150032,4;55
123094,79
117014,4
121050,71
903869,60
212388,191
108084,107;111
122304,81
122302,81
122300,81
212381,191
212382,191
212384,191
108088,107;111
212386,191
212387,191
175006,180
117010,4
175002,180
212631,50
212632,193
901543,8
175008,180
212411,191
158138,172
212415,191
212418,191
158136,172
210188,84
901462,1
904249,75
900599,33
901808,27
165076,82;84
901806,27
901807,27
144120,162
901863,60
903237,13
146342,162
901800,60
903234,56
900579,33
210654,42
903911,125
900848,50
900571,110
107324,24
107326,24
900575,33
900574,33
900347,75
212704,194
183002,181;189
212707,194
183004,181;189
900344,75
183006,181;189
129010,34
151032,4
212709,194
900675,3
904504,13;53
101150,3
905540,39
158090,93
904501,13
904502,53
904503,53
114170,155
903525,50
907708,84
900618,33
100090,67
121054,71
903520,73
158002,194
900617,33
158004,194
900611,30
158006,193
125004,55
127024,32
901718,12
210850,126
140088,4
211993,33
901716,12
901717,12
148014,79
907703,55
158356,95
102060,49
122010,83
903000,5
102062,32;49;55
902816,5
212235,195
124074,95
176068,89
124070,95
211582,15
904618,13
145058,162
121144,71
158310,78
158312,78
904282,13
212230,56
211580,117
904614,53
904616,13
904617,53
100063,13
100061,13
901625,26
100067,13
100065,13
901621,6
900760,56
900761,56
100069,13
900763,56
900764,71
121024,83
901628,60
902948,140
904298,110
904299,102
121022,83
904296,110
904297,110
212149,196
904291,6
904292,6
106212,107
904470,107
106218,107
125072,55
903447,68
905474,126
904276,15
904277,123
904274,16
904272,16
904273,16
904271,102;16
905675,123
905677,120
905676,120
905670,125
904466,120
130169,114
210079,82
902179,36;6
153018,34
900113,42
210070,119
130160,114
210072,119
210074,119
901560,6
130166,114
159010,178
159012,178
210653,42
159014,178
159016,178
159018,178
903706,117
903705,117
903703,19
903700,19
902728,150
902726,150
902727,150
902725,140;141;143;185;85;87
125100,42
902720,85
902721,85
153096,114
153094,114
125002,55
210384,74
905010,2
106324,9
905012,12
212453,800
153098,15
122250,71
900388,60
210066,119
904879,13
900384,12
211456,26
147006,79
105383,24
900381,1
900141,71
900142,71
210064,119
902616,75
902617,75
211221,82;84
902615,125
113072,71
901492,6
146090,84
901494,6
901497,6
901496,6
906110,132
906113,126
122042,162;83
906114,132
122046,83
134003,115
146084,84
210816,73
146082,84
134004,86
105430,21
902128,1
210144,25
905707,47
212834,55
902120,1
902433,120
106170,21
905708,25
902434,120
902435,120
905495,56
904301,102
905491,56
211652,25
905493,56
901144,153;60
106032,24
904367,2
212422,191
211658,111
211690,42
105230,21
210709,155
128194,32
901389,3
102236,16;42;55
210826,141;143
102011,186;74
102012,186;74
138008,155;42
210920,117
133115,115
176096,89
145300,162
903879,53
902541,58
158372,194;78
212545,193
138004,55
902548,110
902549,110
210828,141;143
211036,1
138002,55
211038,143
122312,81
906283,85
906282,87
137018,42
133064,115
901039,16
105018,74
906288,87
137010,155
117120,4;9
137012,155
901030,116
176092,89
903678,50
136046,79
184034,189;89
184036,189;89
158252,194;95
903099,85
117127,4;9
905806,47
905805,47
905615,53
901557,1
900960,56
900952,4;9
212139,191
212138,191;196
144950,165;183;66;83
122028,83
107140,107
145024,183;66;83
107142,107;24
212137,191
107144,107;24
107146,107;24
146096,84
900789,73
211727,125
905363,25
211723,114
211721,4
211720,86
901965,19
901967,19
901966,30
132080,86
901778,30
210502,42
147028,172
144002,66;83
212397,191
104012,107
212395,191
212394,191
212393,191
212392,191
212391,15;195
166044,172
184102,181
903770,50
184106,189
903145,87
212626,193
212625,800
159004,178
903140,148
212621,74
129016,34
900786,16
903149,87
122318,68
212628,162
104014,21
115144,155
903967,56
171002,74
129012,34
212404,191
905026,13;53
900816,8
905833,8
900814,170
900815,170
900812,170
900813,170
211974,143
900811,170;73
902326,8
165046,180
901811,27
901810,27
901813,123;36
190034,180
123136,81
123134,81
123130,81
902174,6
129246,74
125130,42
212711,194
212716,194
212715,194
212714,194
183014,181
183012,189
210194,84
904519,26;50;58
901079,56
158010,93
136036,79
904510,102
904514,109
903552,56
903553,56
900609,30
113094,67
114166,68
900601,39
100004,68
900604,39
904257,36
901708,33
903391,111;115;116;119
211300,24
901701,47
901702,5
901704,5
148006,79
125126,42
184062,89
158418,172
107076,86
212002,26
905419,47
159302,78
904258,24
905418,47
145066,162
145060,162
145062,162
120036,165
124064,95
905148,34
145068,162
210898,66
904609,125
124062,95
192002,189
900776,66
900775,66
900774,66
900773,3
900772,3
900771,3
905146,16
117016,4
192008,189
158308,78
117012,4
191030,180
900779,170
900778,170
211176,34
191004,181;89
901632,1
212818,194
140124,49
901639,125
901638,75
140120,49
158416,172
904289,6
904288,12
905413,5
902950,140
904281,13
905412,5
904285,12
904284,26
904463,2
106200,107
106204,107
904464,3
106208,107
904469,86
904468,107
905648,110
904264,114;120;125;75
904266,120
210062,111
210061,111
904262,123;15;19;2
900399,47
905642,110;25
904269,16;36
210068,119
131144,86
117129,4;9
117122,4
117123,4;9
901552,26
117121,107;4;9
901555,12
901556,1
117125,107;4;9
105158,74;9
902941,8
159008,178
